fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),Hub distance_fid,Hub distance_objectid,Hub distance_uid,Hub distance_name,Hub distance_subdistrict,Hub distance_district,Hub distance_state,Hub distance_country,Hub distance_censusname,Hub distance_villagename_locallang,Hub distance_lgd_villagename,Hub distance_lgd_villagecode,Hub distance_lgd_subdistrictcode,Hub distance_lgd_districtcode,Hub distance_lgd_statecode,Hub distance_premiumdata.sde.VillageBoundary26.area,Hub distance_level_2011,Hub distance_tru_2011,Hub distance_st_area(shape),Hub distance_st_perimeter(shape),Hub distance_HubName,Hub distance_HubDist,Hub distance_landslide_risk
1067,209892,"182862068235352",N P Lerela Pathar,Tingkhong,Dibrugarh,Assam,India,N.P.Lerela Pathar,,N.P.Lerela Pathar,292126,2068,286,18,"292126",1.49647587,Village,Rural,1899251.73911856,7015.13228765537,1067,209892,"182862068235352",N P Lerela Pathar,Tingkhong,Dibrugarh,Assam,India,N.P.Lerela Pathar,,N.P.Lerela Pathar,292126,2068,286,18,1.49647587,Village,Rural,1899251.73911856,7015.13228765537,"18637",342148.462785698,0.407
1068,211459,"182862067235955",Nunghungia,Moran,Dibrugarh,Assam,India,Nunghungia No.3,,Nunghungia,291873,2067,286,18,"291873",1.24157143,Village,Rural,1576817.78926583,8028.35175567677,1068,211459,"182862067235955",Nunghungia,Moran,Dibrugarh,Assam,India,Nunghungia No.3,,Nunghungia,291873,2067,286,18,1.24157143,Village,Rural,1576817.78926583,8028.35175567677,"18637",328703.073184671,0.219
1069,210621,"182862064234917",Nunpuria,Dibrugarh East,Dibrugarh,Assam,India,Nunpuria,,Nunpuria,291316,2064,286,18,"291316",3.55004982,Village,Rural,4522551.02826144,9892.34716889851,1069,210621,"182862064234917",Nunpuria,Dibrugarh East,Dibrugarh,Assam,India,Nunpuria,,Nunpuria,291316,2064,286,18,3.55004982,Village,Rural,4522551.02826144,9892.34716889851,"18637",351023.967873317,0.531
1070,206607,"182862068235307",Ophulia,Tingkhong,Dibrugarh,Assam,India,Ophulia,,Ophulia,292109,2068,286,18,"292109",4.63478733,Village,Rural,5882611.69979876,11724.2602460967,1070,206607,"182862068235307",Ophulia,Tingkhong,Dibrugarh,Assam,India,Ophulia,,Ophulia,292109,2068,286,18,4.63478733,Village,Rural,5882611.69979876,11724.2602460967,"18637",337406.934133641,0.341
1071,206511,"182862068235297",Ophulia Alikiner,Tingkhong,Dibrugarh,Assam,India,Ophulia Alikiner,,Ophulia Alikiner,292108,2068,286,18,"292108",1.72528185,Village,Rural,2189473.76739307,7779.97555816528,1071,206511,"182862068235297",Ophulia Alikiner,Tingkhong,Dibrugarh,Assam,India,Ophulia Alikiner,,Ophulia Alikiner,292108,2068,286,18,1.72528185,Village,Rural,2189473.76739307,7779.97555816528,"18637",335805.96364826,0.318
1072,206404,"182862068235300",Ophulia T E,Tingkhong,Dibrugarh,Assam,India,Ophulia T.E. No.33,,Ophulia T.E.,292107,2068,286,18,"292107",5.37615443,Village,Rural,6821112.01557718,12382.3142959221,1072,206404,"182862068235300",Ophulia T E,Tingkhong,Dibrugarh,Assam,India,Ophulia T.E. No.33,,Ophulia T.E.,292107,2068,286,18,5.37615443,Village,Rural,6821112.01557718,12382.3142959221,"18637",334383.939757582,0.298
1073,206432,"182862068235341",Ophulia T E Darkhastor,Tingkhong,Dibrugarh,Assam,India,Ophulia T.E No. 83 Darkhastor,,Ophulia T.E Darkhastor,292111,2068,286,18,"292111",3.83485345,Village,Rural,4865052.04436374,10635.6477157357,1073,206432,"182862068235341",Ophulia T E Darkhastor,Tingkhong,Dibrugarh,Assam,India,Ophulia T.E No. 83 Darkhastor,,Ophulia T.E Darkhastor,292111,2068,286,18,3.83485345,Village,Rural,4865052.04436374,10635.6477157357,"18637",335982.814855414,0.321
1074,206667,"182862069235531",Ouguri Bangali,Naharkatiya,Dibrugarh,Assam,India,Ouguri Bangali,,Ouguri Bangali,292335,2069,286,18,"292335",0.4625657,Village,Rural,587896.407093641,3646.81782984841,1074,206667,"182862069235531",Ouguri Bangali,Naharkatiya,Dibrugarh,Assam,India,Ouguri Bangali,,Ouguri Bangali,292335,2069,286,18,0.4625657,Village,Rural,587896.407093641,3646.81782984841,"18637",376499.911693005,0.888
1075,206643,"182862068235462",Ouguri Kapahua No 1,Tingkhong,Dibrugarh,Assam,India,Ouguri Kapahua No.1,,Ouguri Kapahua,292042,2068,286,18,"292042",1.13052354,Village,Rural,1436235.78724722,7308.56807392542,1075,206643,"182862068235462",Ouguri Kapahua No 1,Tingkhong,Dibrugarh,Assam,India,Ouguri Kapahua No.1,,Ouguri Kapahua,292042,2068,286,18,1.13052354,Village,Rural,1436235.78724722,7308.56807392542,"18637",346577.370017295,0.469
1076,206651,"182862068235463",Ouguri Kapahua No 2,Tingkhong,Dibrugarh,Assam,India,Ouguri Kapahua No.2,,Ouguri Kapahua,292043,2068,286,18,"292043",1.84600949,Village,Rural,2345135.7054034,9173.03004384086,1076,206651,"182862068235463",Ouguri Kapahua No 2,Tingkhong,Dibrugarh,Assam,India,Ouguri Kapahua No.2,,Ouguri Kapahua,292043,2068,286,18,1.84600949,Village,Rural,2345135.7054034,9173.03004384086,"18637",347217.560246794,0.478
1077,205317,"182862066235275",Pabhajan No 1,Tengakhat,Dibrugarh,Assam,India,Pabhajan No.1,,Pabhajan,291587,2066,286,18,"291587",1.72791294,Village,Rural,2198286.7886216,6345.42664073593,1077,205317,"182862066235275",Pabhajan No 1,Tengakhat,Dibrugarh,Assam,India,Pabhajan No.1,,Pabhajan,291587,2066,286,18,1.72791294,Village,Rural,2198286.7886216,6345.42664073593,"18637",368279.711801847,0.773
1078,205170,"182862066235278",Pabhajan No 2,Tengakhat,Dibrugarh,Assam,India,Pabhajan No.2,,Pabhajan,291588,2066,286,18,"291588",0.35730771,Village,Rural,454589.228470367,3154.82686939341,1078,205170,"182862066235278",Pabhajan No 2,Tengakhat,Dibrugarh,Assam,India,Pabhajan No.2,,Pabhajan,291588,2066,286,18,0.35730771,Village,Rural,454589.228470367,3154.82686939341,"18637",367292.786369967,0.759
1079,206314,"182862068235513",Padumoni,Tingkhong,Dibrugarh,Assam,India,Padumoni,,Padumoni,292147,2068,286,18,"292147",0.20926932,Village,Rural,265697.52261346,2444.20828276852,1079,206314,"182862068235513",Padumoni,Tingkhong,Dibrugarh,Assam,India,Padumoni,,Padumoni,292147,2068,286,18,0.20926932,Village,Rural,265697.52261346,2444.20828276852,"18637",356102.482447528,0.602
1080,206591,"182862066235127",Padumoni Gaon,Tengakhat,Dibrugarh,Assam,India,Padumoni Gaon,,Padumoni Gaon,291559,2066,286,18,"291559",1.92334912,Village,Rural,2446208.71077876,6745.19836095309,1080,206591,"182862066235127",Padumoni Gaon,Tengakhat,Dibrugarh,Assam,India,Padumoni Gaon,,Padumoni Gaon,291559,2066,286,18,1.92334912,Village,Rural,2446208.71077876,6745.19836095309,"18637",375957.175708167,0.88
1081,211615,"182862067235981",Padumoni Miri Gaon,Moran,Dibrugarh,Assam,India,Padumoni Miri Gaon,,Padumoni Miri Gaon,291859,2067,286,18,"291859",0.45322669,Village,Rural,575310.083777208,3406.68772014949,1081,211615,"182862067235981",Padumoni Miri Gaon,Moran,Dibrugarh,Assam,India,Padumoni Miri Gaon,,Padumoni Miri Gaon,291859,2067,286,18,0.45322669,Village,Rural,575310.083777208,3406.68772014949,"18637",319142.804390373,0.085
1082,212339,"182862067235823",Padumoni Na Gaon,Moran,Dibrugarh,Assam,India,Padumoni Na-Gaon,,Padumoni Na-Gaon,291722,2067,286,18,"291722",0.52228005,Village,Rural,663987.577708956,4150.31597798671,1082,212339,"182862067235823",Padumoni Na Gaon,Moran,Dibrugarh,Assam,India,Padumoni Na-Gaon,,Padumoni Na-Gaon,291722,2067,286,18,0.52228005,Village,Rural,663987.577708956,4150.31597798671,"18637",334604.14838759,0.301
1083,210713,"182862064235329",Pahari Chapori,Dibrugarh East,Dibrugarh,Assam,India,Pahari Chapori,,Pahari Chapori,291258,2064,286,18,"291258",2.18451963,Village,Rural,2789768.50665679,8370.25051744286,1083,210713,"182862064235329",Pahari Chapori,Dibrugarh East,Dibrugarh,Assam,India,Pahari Chapori,,Pahari Chapori,291258,2064,286,18,2.18451963,Village,Rural,2789768.50665679,8370.25051744286,"18637",350659.66426867,0.526
1084,205515,"182862065234999",Pakharigan,Chabua,Dibrugarh,Assam,India,Pakharigan,,Pakharigan,291404,2065,286,18,"291404",0.80524189,Village,Rural,1028401.26035011,5004.50978557408,1084,205515,"182862065234999",Pakharigan,Chabua,Dibrugarh,Assam,India,Pakharigan,,Pakharigan,291404,2065,286,18,0.80524189,Village,Rural,1028401.26035011,5004.50978557408,"18637",375111.079580839,0.869
1085,205506,"182862065236015",Pakharigania,Chabua,Dibrugarh,Assam,India,Pakharigania,,Pakharigania,291474,2065,286,18,"291474",2.15736118,Village,Rural,2748768.37808084,6950.22430353424,1085,205506,"182862065236015",Pakharigania,Chabua,Dibrugarh,Assam,India,Pakharigania,,Pakharigania,291474,2065,286,18,2.15736118,Village,Rural,2748768.37808084,6950.22430353424,"18637",368307.217034591,0.773
1086,205501,"182862063234680",Palonia Gaon,Dibrugarh West,Dibrugarh,Assam,India,Palonia Gaon,,Palonia Gaon,291150,2063,286,18,"291150",0.78863368,Village,Rural,1004448.35549342,4488.41732954284,1086,205501,"182862063234680",Palonia Gaon,Dibrugarh West,Dibrugarh,Assam,India,Palonia Gaon,,Palonia Gaon,291150,2063,286,18,0.78863368,Village,Rural,1004448.35549342,4488.41732954284,"18637",348167.688400502,0.491
1087,206301,"182862066235108",Panch Suti Barbali,Tengakhat,Dibrugarh,Assam,India,Panch Suti Barbali,,Panch Suti Barbali,291668,2066,286,18,"291668",2.56841714,Village,Rural,3267742.67550768,8197.32184951947,1087,206301,"182862066235108",Panch Suti Barbali,Tengakhat,Dibrugarh,Assam,India,Panch Suti Barbali,,Panch Suti Barbali,291668,2066,286,18,2.56841714,Village,Rural,3267742.67550768,8197.32184951947,"18637",365417.465469752,0.733
1088,206460,"182862066235109",Panch Suti Gaon,Tengakhat,Dibrugarh,Assam,India,Panch Suti Gaon,,Panch Suti Gaon,291671,2066,286,18,"291671",1.33247279,Village,Rural,1695006.9594958,6430.01746511113,1088,206460,"182862066235109",Panch Suti Gaon,Tengakhat,Dibrugarh,Assam,India,Panch Suti Gaon,,Panch Suti Gaon,291671,2066,286,18,1.33247279,Village,Rural,1695006.9594958,6430.01746511113,"18637",365157.632952335,0.729
1089,206344,"182862066235098",Pandhua Gaon,Tengakhat,Dibrugarh,Assam,India,Pandhua Gaon,,Pandhua Gaon,291658,2066,286,18,"291658",1.99104471,Village,Rural,2533813.17714628,8206.40298391476,1089,206344,"182862066235098",Pandhua Gaon,Tengakhat,Dibrugarh,Assam,India,Pandhua Gaon,,Pandhua Gaon,291658,2066,286,18,1.99104471,Village,Rural,2533813.17714628,8206.40298391476,"18637",361059.85968652,0.672
1090,209874,"182862069235543",Panichukia F V,Naharkatiya,Dibrugarh,Assam,India,Panichukia F.V.,,Panichukia F.V.,292420,2069,286,18,"292420",5.14741422,Village,Rural,6528556.61559199,17872.1651581031,1090,209874,"182862069235543",Panichukia F V,Naharkatiya,Dibrugarh,Assam,India,Panichukia F.V.,,Panichukia F.V.,292420,2069,286,18,5.14741422,Village,Rural,6528556.61559199,17872.1651581031,"18637",365387.271201784,0.732
1091,206477,"182862069235547",Panidaria Gaon,Naharkatiya,Dibrugarh,Assam,India,Panidaria Gaon,,Panidaria Gaon,292416,2069,286,18,"292416",1.59391325,Village,Rural,2022199.70712674,6027.83732752644,1091,206477,"182862069235547",Panidaria Gaon,Naharkatiya,Dibrugarh,Assam,India,Panidaria Gaon,,Panidaria Gaon,292416,2069,286,18,1.59391325,Village,Rural,2022199.70712674,6027.83732752644,"18637",365030.246175383,0.727
1092,205288,"182862063234717",Pani Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Pani Gaon No.1,,Pani Gaon,291205,2063,286,18,"291205",2.47869747,Village,Rural,3150870.38831873,11414.2900364702,1092,205288,"182862063234717",Pani Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Pani Gaon No.1,,Pani Gaon,291205,2063,286,18,2.47869747,Village,Rural,3150870.38831873,11414.2900364702,"18637",328083.240333897,0.21
1093,206531,"182862063234716",Pani Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Pani Gaon No.2,,Pani Gaon,291206,2063,286,18,"291206",1.47104153,Village,Rural,1870142.10885444,7675.96260747127,1093,206531,"182862063234716",Pani Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Pani Gaon No.2,,Pani Gaon,291206,2063,286,18,1.47104153,Village,Rural,1870142.10885444,7675.96260747127,"18637",327843.684097097,0.207
1094,206418,"182862066235237",Panimudi Gaon,Tengakhat,Dibrugarh,Assam,India,Panimudi Gaon,,Panimudi Gaon,291603,2066,286,18,"291603",1.3606366,Village,Rural,1732191.23883087,6856.93566259815,1094,206418,"182862066235237",Panimudi Gaon,Tengakhat,Dibrugarh,Assam,India,Panimudi Gaon,,Panimudi Gaon,291603,2066,286,18,1.3606366,Village,Rural,1732191.23883087,6856.93566259815,"18637",362982.129896525,0.699
1095,205273,"182862063234701",Panitola Konwar Gaon,Dibrugarh West,Dibrugarh,Assam,India,Panitola Konwar Gaon,,Panitola Konwar Gaon,291229,2063,286,18,"291229",1.7067867,Village,Rural,2172389.61038075,8596.89254502789,1095,205273,"182862063234701",Panitola Konwar Gaon,Dibrugarh West,Dibrugarh,Assam,India,Panitola Konwar Gaon,,Panitola Konwar Gaon,291229,2063,286,18,1.7067867,Village,Rural,2172389.61038075,8596.89254502789,"18637",342495.586548413,0.412
1096,205361,"182862067235946",Panitula Gaon,Moran,Dibrugarh,Assam,India,Panitula Gaon,,Panitula Gaon,291915,2067,286,18,"291915",1.7894286,Village,Rural,2270529.39079721,7777.32904691269,1096,205361,"182862067235946",Panitula Gaon,Moran,Dibrugarh,Assam,India,Panitula Gaon,,Panitula Gaon,291915,2067,286,18,1.7894286,Village,Rural,2270529.39079721,7777.32904691269,"18637",322392.972581886,0.13
1097,206483,"182862067235950",Panitula Pukhuri,Moran,Dibrugarh,Assam,India,Panitula Pukhuri,,Panitula Pukhuri,291914,2067,286,18,"291914",0.93677034,Village,Rural,1188838.57194717,5442.57141499155,1097,206483,"182862067235950",Panitula Pukhuri,Moran,Dibrugarh,Assam,India,Panitula Pukhuri,,Panitula Pukhuri,291914,2067,286,18,0.93677034,Village,Rural,1188838.57194717,5442.57141499155,"18637",322076.005242839,0.126
1098,205531,"182862069235694",Paniyabura No 1,Naharkatiya,Dibrugarh,Assam,India,Paniyabura No.1,,Paniyabura,292285,2069,286,18,"292285",1.85810437,Village,Rural,2361427.26700637,6555.27506958074,1098,205531,"182862069235694",Paniyabura No 1,Naharkatiya,Dibrugarh,Assam,India,Paniyabura No.1,,Paniyabura,292285,2069,286,18,1.85810437,Village,Rural,2361427.26700637,6555.27506958074,"18637",353687.483765151,0.569
1099,205219,"182862069235622",Paniyabura No 2,Naharkatiya,Dibrugarh,Assam,India,Paniyabura No.2,,Paniyabura,292286,2069,286,18,"292286",1.23196449,Village,Rural,1565387.39201151,6202.7176902878,1099,205219,"182862069235622",Paniyabura No 2,Naharkatiya,Dibrugarh,Assam,India,Paniyabura No.2,,Paniyabura,292286,2069,286,18,1.23196449,Village,Rural,1565387.39201151,6202.7176902878,"18637",355035.040492783,0.587
1100,206798,"182862069235693",Paniyabura Pathar No 1,Naharkatiya,Dibrugarh,Assam,India,Paniyabura Pathar No.1,,Paniyabura Pathar,292282,2069,286,18,"292282",2.21682078,Village,Rural,2817076.41651184,14897.6006471791,1100,206798,"182862069235693",Paniyabura Pathar No 1,Naharkatiya,Dibrugarh,Assam,India,Paniyabura Pathar No.1,,Paniyabura Pathar,292282,2069,286,18,2.21682078,Village,Rural,2817076.41651184,14897.6006471791,"18637",354614.615711131,0.582
1101,206797,"182862069235695",Paniyabura Pathar No 2,Naharkatiya,Dibrugarh,Assam,India,Paniyabura Pathar No.2,,Paniyabura Pathar,292283,2069,286,18,"292283",2.8439356,Village,Rural,3615012.8208639,9502.96819419195,1101,206797,"182862069235695",Paniyabura Pathar No 2,Naharkatiya,Dibrugarh,Assam,India,Paniyabura Pathar No.2,,Paniyabura Pathar,292283,2069,286,18,2.8439356,Village,Rural,3615012.8208639,9502.96819419195,"18637",355129.373283169,0.589
1102,206298,"182862068235499",Parbatipur,Tingkhong,Dibrugarh,Assam,India,Parbatipur,,Parbatipur,292059,2068,286,18,"292059",0.8103395,Village,Rural,1029065.55813854,5965.63818501162,1102,206298,"182862068235499",Parbatipur,Tingkhong,Dibrugarh,Assam,India,Parbatipur,,Parbatipur,292059,2068,286,18,0.8103395,Village,Rural,1029065.55813854,5965.63818501162,"18637",354772.477820489,0.584
1103,211452,"182862067235929",Pathalibam Chah Bagicha,Moran,Dibrugarh,Assam,India,Pathalibam Chah Bagicha 301 No,,Pathalibam Chah Bagicha,291909,2067,286,18,"291909",1.09432234,Village,Rural,1388308.8165554,4954.3396002237,1103,211452,"182862067235929",Pathalibam Chah Bagicha,Moran,Dibrugarh,Assam,India,Pathalibam Chah Bagicha 301 No,,Pathalibam Chah Bagicha,291909,2067,286,18,1.09432234,Village,Rural,1388308.8165554,4954.3396002237,"18637",322886.824748769,0.137
1104,205150,"182862067235927",Pathalibam Chah Bagisha N,Moran,Dibrugarh,Assam,India,Pathalibam Chah Bagisha 127 N,,Pathalibam Chah Bagisha N,291936,2067,286,18,"291936",1.07812041,Village,Rural,1367527.36421079,5367.94769453221,1104,205150,"182862067235927",Pathalibam Chah Bagisha N,Moran,Dibrugarh,Assam,India,Pathalibam Chah Bagisha 127 N,,Pathalibam Chah Bagisha N,291936,2067,286,18,1.07812041,Village,Rural,1367527.36421079,5367.94769453221,"18637",321924.877586484,0.124
1105,206756,"182862065234955",Patlungmora,Chabua,Dibrugarh,Assam,India,Patlungmora,,Patlungmora,291470,2065,286,18,"291470",0.52244102,Village,Rural,665658.05873157,5631.3545237109,1105,206756,"182862065234955",Patlungmora,Chabua,Dibrugarh,Assam,India,Patlungmora,,Patlungmora,291470,2065,286,18,0.52244102,Village,Rural,665658.05873157,5631.3545237109,"18637",363648.006795769,0.708
1106,205376,"182862063234809",Patra Gaon,Dibrugarh West,Dibrugarh,Assam,India,Patra Gaon,,Patra Gaon,291139,2063,286,18,"291139",1.92545256,Village,Rural,2452261.79172362,7927.86858902314,1106,205376,"182862063234809",Patra Gaon,Dibrugarh West,Dibrugarh,Assam,India,Patra Gaon,,Patra Gaon,291139,2063,286,18,1.92545256,Village,Rural,2452261.79172362,7927.86858902314,"18637",337682.266943142,0.345
1107,206370,"182862067236321",Pena Block,Moran,Dibrugarh,Assam,India,Pena Block,,Pena Block,291849,2067,286,18,"291849",0.71431428,Village,Rural,906781.29418175,5018.79822782996,1107,206370,"182862067236321",Pena Block,Moran,Dibrugarh,Assam,India,Pena Block,,Pena Block,291849,2067,286,18,0.71431428,Village,Rural,906781.29418175,5018.79822782996,"18637",323907.985860516,0.152
1108,205067,"182862068235445",Phatangibor Phatingbor,Tingkhong,Dibrugarh,Assam,India,Phatangibor (Phatingbor),,Phatangibor (Phatingbor),292072,2068,286,18,"292072",4.3288735,Village,Rural,5497144.45651995,10714.9261608773,1108,205067,"182862068235445",Phatangibor Phatingbor,Tingkhong,Dibrugarh,Assam,India,Phatangibor (Phatingbor),,Phatangibor (Phatingbor),292072,2068,286,18,4.3288735,Village,Rural,5497144.45651995,10714.9261608773,"18637",349595.470898018,0.511
1109,210863,"182862067235845",Phatikasua Borbam,Moran,Dibrugarh,Assam,India,Phatikasua Borbam,,Phatikasua Borbam,291898,2067,286,18,"291898",0.35413086,Village,Rural,449579.858063163,2913.42155086828,1109,210863,"182862067235845",Phatikasua Borbam,Moran,Dibrugarh,Assam,India,Phatikasua Borbam,,Phatikasua Borbam,291898,2067,286,18,0.35413086,Village,Rural,449579.858063163,2913.42155086828,"18637",329312.16502225,0.227
1110,205132,"182862067235848",Phatikasua Ikrani,Moran,Dibrugarh,Assam,India,Phatikasua Ikrani,,Phatikasua Ikrani,291897,2067,286,18,"291897",1.58868114,Village,Rural,2016880.21931994,6183.47094113143,1110,205132,"182862067235848",Phatikasua Ikrani,Moran,Dibrugarh,Assam,India,Phatikasua Ikrani,,Phatikasua Ikrani,291897,2067,286,18,1.58868114,Village,Rural,2016880.21931994,6183.47094113143,"18637",330660.339999701,0.246
1111,205173,"182862065235045",Phukanar Khat,Chabua,Dibrugarh,Assam,India,Phukanar Khat,,Phukanar Khat,291382,2065,286,18,"291382",1.73061183,Village,Rural,2208451.97508826,7115.66262956221,1111,205173,"182862065235045",Phukanar Khat,Chabua,Dibrugarh,Assam,India,Phukanar Khat,,Phukanar Khat,291382,2065,286,18,1.73061183,Village,Rural,2208451.97508826,7115.66262956221,"18637",363450.298581944,0.705
1112,206598,"182862066235239",Phukan Bari T E,Tengakhat,Dibrugarh,Assam,India,Phukan Bari T.E.No.25,,Phukan Bari T.E,291660,2066,286,18,"291660",0.69642993,Village,Rural,886455.937223291,4027.53078954028,1112,206598,"182862066235239",Phukan Bari T E,Tengakhat,Dibrugarh,Assam,India,Phukan Bari T.E.No.25,,Phukan Bari T.E,291660,2066,286,18,0.69642993,Village,Rural,886455.937223291,4027.53078954028,"18637",362738.792171549,0.695
1113,206362,"182862066235247",Phukonbari,Tengakhat,Dibrugarh,Assam,India,Phukonbari 196/197 Grant,,Phukonbari,291498,2066,286,18,"291498",2.38150375,Village,Rural,3033353.64366396,9072.8838007447,1113,206362,"182862066235247",Phukonbari,Tengakhat,Dibrugarh,Assam,India,Phukonbari 196/197 Grant,,Phukonbari,291498,2066,286,18,2.38150375,Village,Rural,3033353.64366396,9072.8838007447,"18637",368682.778844439,0.779
1114,206778,"182862064234876",Phutahula,Dibrugarh East,Dibrugarh,Assam,India,Phutahula,,Phutahula,291343,2064,286,18,"291343",1.91389413,Village,Rural,2437229.21966273,8628.58044088114,1114,206778,"182862064234876",Phutahula,Dibrugarh East,Dibrugarh,Assam,India,Phutahula,,Phutahula,291343,2064,286,18,1.91389413,Village,Rural,2437229.21966273,8628.58044088114,"18637",351227.80014439,0.534
1115,206775,"182862065235000",Piporatoli,Chabua,Dibrugarh,Assam,India,Piporatoli,,Piporatoli,291391,2065,286,18,"291391",1.088384,Village,Rural,1390192.66123819,5650.92296504411,1115,206775,"182862065235000",Piporatoli,Chabua,Dibrugarh,Assam,India,Piporatoli,,Piporatoli,291391,2065,286,18,1.088384,Village,Rural,1390192.66123819,5650.92296504411,"18637",372023.256758301,0.825
1116,205182,"182862068235351",Pitha Pather,Tingkhong,Dibrugarh,Assam,India,Pitha Pather,,Pitha Pather,292122,2068,286,18,"292122",1.43663529,Village,Rural,1822754.59385749,8395.93454537788,1116,205182,"182862068235351",Pitha Pather,Tingkhong,Dibrugarh,Assam,India,Pitha Pather,,Pitha Pather,292122,2068,286,18,1.43663529,Village,Rural,1822754.59385749,8395.93454537788,"18637",340458.085719622,0.383
