fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),Hub distance_fid,Hub distance_objectid,Hub distance_uid,Hub distance_name,Hub distance_subdistrict,Hub distance_district,Hub distance_state,Hub distance_country,Hub distance_censusname,Hub distance_villagename_locallang,Hub distance_lgd_villagename,Hub distance_lgd_villagecode,Hub distance_lgd_subdistrictcode,Hub distance_lgd_districtcode,Hub distance_lgd_statecode,Hub distance_premiumdata.sde.VillageBoundary26.area,Hub distance_level_2011,Hub distance_tru_2011,Hub distance_st_area(shape),Hub distance_st_perimeter(shape),Hub distance_HubName,Hub distance_HubDist,Hub distance_landslide_risk
57,206530,"182862069235598",Balijan No 3,Naharkatiya,Dibrugarh,Assam,India,Balijan No.3,,Balijan,292384,2069,286,18,"292384",1.39190477,Village,Rural,1767637.90150117,7655.48702117078,57,206530,"182862069235598",Balijan No 3,Naharkatiya,Dibrugarh,Assam,India,Balijan No.3,,Balijan,292384,2069,286,18,1.39190477,Village,Rural,1767637.90150117,7655.48702117078,"18637",364642.973465125,0.722
58,205470,"182862065235023",Balijan Pani Era,Chabua,Dibrugarh,Assam,India,Balijan Pani Era,,Balijan Pani Era,291409,2065,286,18,"291409",2.45311321,Village,Rural,3131150.49105986,7624.13972927941,58,205470,"182862065235023",Balijan Pani Era,Chabua,Dibrugarh,Assam,India,Balijan Pani Era,,Balijan Pani Era,291409,2065,286,18,2.45311321,Village,Rural,3131150.49105986,7624.13972927941,"18637",370623.242729067,0.806
59,210333,"182862065235002",Balijan T E,Chabua,Dibrugarh,Assam,India,Balijan T.E.,,Balijan T.E.,291405,2065,286,18,"291405",2.48529376,Village,Rural,3173583.77932353,8523.23018965275,59,210333,"182862065235002",Balijan T E,Chabua,Dibrugarh,Assam,India,Balijan T.E.,,Balijan T.E.,291405,2065,286,18,2.48529376,Village,Rural,3173583.77932353,8523.23018965275,"18637",373209.56493173,0.842
60,210334,"182862065235022",Balijan T E,Chabua,Dibrugarh,Assam,India,Balijan T.E.,,Balijan T.E.,291407,2065,286,18,"291407",4.49528903,Village,Rural,5738787.40819876,11460.0434112092,60,210334,"182862065235022",Balijan T E,Chabua,Dibrugarh,Assam,India,Balijan T.E.,,Balijan T.E.,291407,2065,286,18,4.49528903,Village,Rural,5738787.40819876,11460.0434112092,"18637",372212.20671573,0.828
61,210960,"182862066235285",Balijan T E,Tengakhat,Dibrugarh,Assam,India,Balijan T.E. 5/54 No.,,Balijan T.E.,291505,2066,286,18,"291505",0.78346059,Village,Rural,997520.349527466,4184.81278812998,61,210960,"182862066235285",Balijan T E,Tengakhat,Dibrugarh,Assam,India,Balijan T.E. 5/54 No.,,Balijan T.E.,291505,2066,286,18,0.78346059,Village,Rural,997520.349527466,4184.81278812998,"18637",369229.881639241,0.786
62,205078,"182862069235561",Balimora Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Balimora Chah Bagicha,,Balimora Chah Bagicha,292385,2069,286,18,"292385",1.65122605,Village,Rural,2096710.84684437,6934.32279000032,62,205078,"182862069235561",Balimora Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Balimora Chah Bagicha,,Balimora Chah Bagicha,292385,2069,286,18,1.65122605,Village,Rural,2096710.84684437,6934.32279000032,"18637",366564.50561199,0.749
63,211483,"182862069235559",Balimora Pather,Naharkatiya,Dibrugarh,Assam,India,Balimora Pather,,Balimora Pather,292386,2069,286,18,"292386",0.49623357,Village,Rural,629642.397740261,3968.38307285643,63,211483,"182862069235559",Balimora Pather,Naharkatiya,Dibrugarh,Assam,India,Balimora Pather,,Balimora Pather,292386,2069,286,18,0.49623357,Village,Rural,629642.397740261,3968.38307285643,"18637",364497.025949004,0.72
64,205093,"182862069235662",Balipara,Naharkatiya,Dibrugarh,Assam,India,Balipara,,Balipara,292264,2069,286,18,"292264",2.45665793,Village,Rural,3124160.08851586,7595.6450875654,64,205093,"182862069235662",Balipara,Naharkatiya,Dibrugarh,Assam,India,Balipara,,Balipara,292264,2069,286,18,2.45665793,Village,Rural,3124160.08851586,7595.6450875654,"18637",365026.40705093,0.727
65,211539,"182862067235740",Bamunbari,Moran,Dibrugarh,Assam,India,Bamunbari 50/162 Or Grant,,Bamunbari,291889,2067,286,18,"291889",0.63071869,Village,Rural,801155.723223686,3846.84027959995,65,211539,"182862067235740",Bamunbari,Moran,Dibrugarh,Assam,India,Bamunbari 50/162 Or Grant,,Bamunbari,291889,2067,286,18,0.63071869,Village,Rural,801155.723223686,3846.84027959995,"18637",338510.56890633,0.356
66,206622,"182862067235737",Bamunbari 264 Nlr Grant,Moran,Dibrugarh,Assam,India,Bamunbari 264 Nlr Grant,,Bamunbari Grant,291892,2067,286,18,"291892",1.63541217,Village,Rural,2076992.22340429,6157.77169031001,66,206622,"182862067235737",Bamunbari 264 Nlr Grant,Moran,Dibrugarh,Assam,India,Bamunbari 264 Nlr Grant,,Bamunbari Grant,291892,2067,286,18,1.63541217,Village,Rural,2076992.22340429,6157.77169031001,"18637",336507.027793823,0.328
67,211535,"182862067235780",Bamunbari 320 No Nlr Grant,Moran,Dibrugarh,Assam,India,Bamunbari 320 No.Nlr Grant,,Bamunbari Grant,291832,2067,286,18,"291832",0.73285544,Village,Rural,931020.550699891,4315.75268366197,67,211535,"182862067235780",Bamunbari 320 No Nlr Grant,Moran,Dibrugarh,Assam,India,Bamunbari 320 No.Nlr Grant,,Bamunbari Grant,291832,2067,286,18,0.73285544,Village,Rural,931020.550699891,4315.75268366197,"18637",338404.823752792,0.355
68,211516,"182862068235305",Bamunbari Darkhastor,Tingkhong,Dibrugarh,Assam,India,Bamunbari No.2 Darkhastor,,Bamunbari Darkhastor,292104,2068,286,18,"292104",0.20554269,Village,Rural,260938.324278383,2492.74978433981,68,211516,"182862068235305",Bamunbari Darkhastor,Tingkhong,Dibrugarh,Assam,India,Bamunbari No.2 Darkhastor,,Bamunbari Darkhastor,292104,2068,286,18,0.20554269,Village,Rural,260938.324278383,2492.74978433981,"18637",337143.964122461,0.337
69,210867,"182862067235736",Bamunbari No 1 Nlr Grant,Moran,Dibrugarh,Assam,India,Bamunbari No.1 Nlr Grant,,Bamunbari Grant,291893,2067,286,18,"291893",1.46847709,Village,Rural,1864864.2142795,8467.2171122344,69,210867,"182862067235736",Bamunbari No 1 Nlr Grant,Moran,Dibrugarh,Assam,India,Bamunbari No.1 Nlr Grant,,Bamunbari Grant,291893,2067,286,18,1.46847709,Village,Rural,1864864.2142795,8467.2171122344,"18637",335612.079330648,0.316
70,205139,"182862068235311",Bamunbari T E,Tingkhong,Dibrugarh,Assam,India,Bamunbari T.E.No.125 F.S.,,Bamunbari T.E,292096,2068,286,18,"292096",2.24252584,Village,Rural,2848123.45581958,6659.15943051787,70,205139,"182862068235311",Bamunbari T E,Tingkhong,Dibrugarh,Assam,India,Bamunbari T.E.No.125 F.S.,,Bamunbari T.E,292096,2068,286,18,2.24252584,Village,Rural,2848123.45581958,6659.15943051787,"18637",338767.848172771,0.36
71,206787,"182862069235711",Bamuni Bill,Naharkatiya,Dibrugarh,Assam,India,Bamuni Bill No.1,,Bamuni Bill,292242,2069,286,18,"292242",3.05946905,Village,Rural,3891687.73510023,8692.09123970797,71,206787,"182862069235711",Bamuni Bill,Naharkatiya,Dibrugarh,Assam,India,Bamuni Bill No.1,,Bamuni Bill,292242,2069,286,18,3.05946905,Village,Rural,3891687.73510023,8692.09123970797,"18637",356906.927954253,0.614
72,206574,"182862069235703",Bamuni Bill Bamuni Bill,Naharkatiya,Dibrugarh,Assam,India,Bamuni Bill No.2 (Bamuni Bill No.3),,Bamuni Bill (Bamuni Bill),292238,2069,286,18,"292238",1.98278442,Village,Rural,2521608.59547974,9143.26386774936,72,206574,"182862069235703",Bamuni Bill Bamuni Bill,Naharkatiya,Dibrugarh,Assam,India,Bamuni Bill No.2 (Bamuni Bill No.3),,Bamuni Bill (Bamuni Bill),292238,2069,286,18,1.98278442,Village,Rural,2521608.59547974,9143.26386774936,"18637",355327.061850776,0.592
73,205174,"182862065235030",Bamuni Hiloidhari,Chabua,Dibrugarh,Assam,India,Bamuni Hiloidhari,,Bamuni Hiloidhari,291411,2065,286,18,"291411",1.90762531,Village,Rural,2434391.02706473,6831.71712532686,73,205174,"182862065235030",Bamuni Hiloidhari,Chabua,Dibrugarh,Assam,India,Bamuni Hiloidhari,,Bamuni Hiloidhari,291411,2065,286,18,1.90762531,Village,Rural,2434391.02706473,6831.71712532686,"18637",367576.628587654,0.763
74,210895,"182862066235197",Bamuni Kuria No 1,Tengakhat,Dibrugarh,Assam,India,Bamuni Kuria No.1,,Bamuni Kuria,291637,2066,286,18,"291637",1.60306284,Village,Rural,2039374.11803901,6999.87679527782,74,210895,"182862066235197",Bamuni Kuria No 1,Tengakhat,Dibrugarh,Assam,India,Bamuni Kuria No.1,,Bamuni Kuria,291637,2066,286,18,1.60306284,Village,Rural,2039374.11803901,6999.87679527782,"18637",352833.533565192,0.557
75,211473,"182862066235201",Bamuni Kuria No 2,Tengakhat,Dibrugarh,Assam,India,Bamuni Kuria No.2,,Bamuni Kuria,291642,2066,286,18,"291642",0.50844607,Village,Rural,646895.719827851,3813.55549901563,75,211473,"182862066235201",Bamuni Kuria No 2,Tengakhat,Dibrugarh,Assam,India,Bamuni Kuria No.2,,Bamuni Kuria,291642,2066,286,18,0.50844607,Village,Rural,646895.719827851,3813.55549901563,"18637",353528.011675198,0.566
76,206529,"182862068235476",Bamun Pukhuri,Tingkhong,Dibrugarh,Assam,India,Bamun Pukhuri,,Bamun Pukhuri,292039,2068,286,18,"292039",2.2206648,Village,Rural,2821730.44145378,8056.69414731119,76,206529,"182862068235476",Bamun Pukhuri,Tingkhong,Dibrugarh,Assam,India,Bamun Pukhuri,,Bamun Pukhuri,292039,2068,286,18,2.2206648,Village,Rural,2821730.44145378,8056.69414731119,"18637",343456.37468207,0.425
77,205394,"182862063234724",Banhbari Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Banhbari Gaon No.1,,Banhbari Gaon,291201,2063,286,18,"291201",1.31998089,Village,Rural,1676900.17903289,5951.59238250564,77,205394,"182862063234724",Banhbari Gaon No 1,Dibrugarh West,Dibrugarh,Assam,India,Banhbari Gaon No.1,,Banhbari Gaon,291201,2063,286,18,1.31998089,Village,Rural,1676900.17903289,5951.59238250564,"18637",323105.076221211,0.14
78,211857,"182862063234723",Banhbari Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Banhbari Gaon No.2,,Banhbari Gaon,291200,2063,286,18,"291200",0.08801912,Village,Rural,111859.034936678,1351.510545733,78,211857,"182862063234723",Banhbari Gaon No 2,Dibrugarh West,Dibrugarh,Assam,India,Banhbari Gaon No.2,,Banhbari Gaon,291200,2063,286,18,0.08801912,Village,Rural,111859.034936678,1351.510545733,"18637",324653.666041686,0.162
79,205401,"182862063234722",Banhbari Grant,Dibrugarh West,Dibrugarh,Assam,India,182 No.Banhbari Grant,,Banhbari Grant,291199,2063,286,18,"291199",0.84372319,Village,Rural,1072068.64484323,4947.45052928554,79,205401,"182862063234722",Banhbari Grant,Dibrugarh West,Dibrugarh,Assam,India,182 No.Banhbari Grant,,Banhbari Grant,291199,2063,286,18,0.84372319,Village,Rural,1072068.64484323,4947.45052928554,"18637",324070.416831767,0.154
80,206638,"182862066235292",Bantana Gaon,Tengakhat,Dibrugarh,Assam,India,Bantana Gaon,,Bantana Gaon,291653,2066,286,18,"291653",1.01218539,Village,Rural,1287895.58170861,6431.40809952194,80,206638,"182862066235292",Bantana Gaon,Tengakhat,Dibrugarh,Assam,India,Bantana Gaon,,Bantana Gaon,291653,2066,286,18,1.01218539,Village,Rural,1287895.58170861,6431.40809952194,"18637",359354.787714669,0.648
81,211794,"182862065235028",Barahi Da Pathar,Chabua,Dibrugarh,Assam,India,Barahi-Da-Pathar,,Barahi-Da-Pathar,291375,2065,286,18,"291375",1.07839283,Village,Rural,1376604.67294645,4621.53523802346,81,211794,"182862065235028",Barahi Da Pathar,Chabua,Dibrugarh,Assam,India,Barahi-Da-Pathar,,Barahi-Da-Pathar,291375,2065,286,18,1.07839283,Village,Rural,1376604.67294645,4621.53523802346,"18637",367966.335239624,0.769
82,205498,"182862065235054",Baratichuk,Chabua,Dibrugarh,Assam,India,Baratichuk,,Baratichuk,291369,2065,286,18,"291369",1.83214242,Village,Rural,2339190.97779728,6824.08835969183,82,205498,"182862065235054",Baratichuk,Chabua,Dibrugarh,Assam,India,Baratichuk,,Baratichuk,291369,2065,286,18,1.83214242,Village,Rural,2339190.97779728,6824.08835969183,"18637",366398.699571207,0.747
83,205206,"182862069235659",Barbam No 1,Naharkatiya,Dibrugarh,Assam,India,Barbam No.1,,Barbam,292301,2069,286,18,"292301",1.80725145,Village,Rural,2297169.46001558,7383.55643075381,83,205206,"182862069235659",Barbam No 1,Naharkatiya,Dibrugarh,Assam,India,Barbam No.1,,Barbam,292301,2069,286,18,1.80725145,Village,Rural,2297169.46001558,7383.55643075381,"18637",362579.334883826,0.693
84,205204,"182862069235655",Barbam No 2,Naharkatiya,Dibrugarh,Assam,India,Barbam No.2,,Barbam,292307,2069,286,18,"292307",0.62028893,Village,Rural,788403.864815247,3716.0757542569,84,205204,"182862069235655",Barbam No 2,Naharkatiya,Dibrugarh,Assam,India,Barbam No.2,,Barbam,292307,2069,286,18,0.62028893,Village,Rural,788403.864815247,3716.0757542569,"18637",363748.339686853,0.709
85,210771,"182862064234934",Barbari,Dibrugarh East,Dibrugarh,Assam,India,Barbari 12/141 Orr,,Barbari,291266,2064,286,18,"291266",2.12532368,Village,Rural,2711181.22845916,8109.79385183591,85,210771,"182862064234934",Barbari,Dibrugarh East,Dibrugarh,Assam,India,Barbari 12/141 Orr,,Barbari,291266,2064,286,18,2.12532368,Village,Rural,2711181.22845916,8109.79385183591,"18637",350307.266555517,0.521
86,211677,"182862064236014",Barbari Amc Area CT,Dibrugarh East,Dibrugarh,Assam,India,Barbari (Amc Area) (CT),,Barbari (Amc Area) (CT),291355,2064,286,18,"291355",1.80977686,Town,Urban,2308442.14421022,7701.12209191312,86,211677,"182862064236014",Barbari Amc Area CT,Dibrugarh East,Dibrugarh,Assam,India,Barbari (Amc Area) (CT),,Barbari (Amc Area) (CT),291355,2064,286,18,1.80977686,Town,Urban,2308442.14421022,7701.12209191312,"18637",351028.326676884,0.531
87,206335,"182862064234927",Bashbari Gaon,Dibrugarh East,Dibrugarh,Assam,India,Bashbari Gaon,,Bashbari Gaon,291284,2064,286,18,"291284",1.93460466,Village,Rural,2467870.82508751,6808.40113089845,87,206335,"182862064234927",Bashbari Gaon,Dibrugarh East,Dibrugarh,Assam,India,Bashbari Gaon,,Bashbari Gaon,291284,2064,286,18,1.93460466,Village,Rural,2467870.82508751,6808.40113089845,"18637",354235.617881737,0.576
88,206549,"182862066235076",Basmatia,Tengakhat,Dibrugarh,Assam,India,Basmatia No.2,,Basmatia,291629,2066,286,18,"291629",1.07011942,Village,Rural,1361544.99856163,6310.39587842901,88,206549,"182862066235076",Basmatia,Tengakhat,Dibrugarh,Assam,India,Basmatia No.2,,Basmatia,291629,2066,286,18,1.07011942,Village,Rural,1361544.99856163,6310.39587842901,"18637",351375.829090595,0.536
89,206596,"182862066235202",Basmatia Grant No 2,Tengakhat,Dibrugarh,Assam,India,Basmatia Grant No.2,,Basmatia Grant,291612,2066,286,18,"291612",0.9878517,Village,Rural,1257433.41863312,8525.27329499887,89,206596,"182862066235202",Basmatia Grant No 2,Tengakhat,Dibrugarh,Assam,India,Basmatia Grant No.2,,Basmatia Grant,291612,2066,286,18,0.9878517,Village,Rural,1257433.41863312,8525.27329499887,"18637",357744.02997114,0.625
90,206680,"182862066235078",Basmatia Grant No 7,Tengakhat,Dibrugarh,Assam,India,Basmatia Grant No.7,,Basmatia Grant,291623,2066,286,18,"291623",2.50957294,Village,Rural,3193773.33854652,7099.40688946407,90,206680,"182862066235078",Basmatia Grant No 7,Tengakhat,Dibrugarh,Assam,India,Basmatia Grant No.7,,Basmatia Grant,291623,2066,286,18,2.50957294,Village,Rural,3193773.33854652,7099.40688946407,"18637",351925.361575556,0.544
91,210337,"182862066235077",Basmatia Grant No 8,Tengakhat,Dibrugarh,Assam,India,Basmatia Grant No.8,,Basmatia Grant,291624,2066,286,18,"291624",0.80516429,Village,Rural,1024891.62356803,5060.78339947298,91,210337,"182862066235077",Basmatia Grant No 8,Tengakhat,Dibrugarh,Assam,India,Basmatia Grant No.8,,Basmatia Grant,291624,2066,286,18,0.80516429,Village,Rural,1024891.62356803,5060.78339947298,"18637",352917.321632635,0.558
92,206302,"182862064234857",Basmotia,Dibrugarh East,Dibrugarh,Assam,India,Basmotia,,Basmotia,291353,2064,286,18,"291353",1.96103276,Village,Rural,2495346.7009008,6579.9217382767,92,206302,"182862064234857",Basmotia,Dibrugarh East,Dibrugarh,Assam,India,Basmotia,,Basmotia,291353,2064,286,18,1.96103276,Village,Rural,2495346.7009008,6579.9217382767,"18637",350359.927015253,0.522
93,206408,"182862064234858",Basmotia T E,Dibrugarh East,Dibrugarh,Assam,India,Basmotia T.E.,,Basmotia T.E.,291354,2064,286,18,"291354",2.74046168,Village,Rural,3488047.37021779,9466.33552982628,93,206408,"182862064234858",Basmotia T E,Dibrugarh East,Dibrugarh,Assam,India,Basmotia T.E.,,Basmotia T.E.,291354,2064,286,18,2.74046168,Village,Rural,3488047.37021779,9466.33552982628,"18637",351238.304974847,0.534
94,206557,"182862066235246",Bayanchuk Bhoyn Chuk,Tengakhat,Dibrugarh,Assam,India,Bayanchuk (Bhoyn Chuk),,Bayanchuk (Bhoyn Chuk),291495,2066,286,18,"291495",0.83674423,Village,Rural,1065918.02946298,6613.19845823588,94,206557,"182862066235246",Bayanchuk Bhoyn Chuk,Tengakhat,Dibrugarh,Assam,India,Bayanchuk (Bhoyn Chuk),,Bayanchuk (Bhoyn Chuk),291495,2066,286,18,0.83674423,Village,Rural,1065918.02946298,6613.19845823588,"18637",368689.176423799,0.779
95,206770,"182862064234928",Bebejia Gaon,Dibrugarh East,Dibrugarh,Assam,India,Bebejia Gaon,,Bebejia Gaon,291282,2064,286,18,"291282",2.26234091,Village,Rural,2885476.23196529,7658.95372166226,95,206770,"182862064234928",Bebejia Gaon,Dibrugarh East,Dibrugarh,Assam,India,Bebejia Gaon,,Bebejia Gaon,291282,2064,286,18,2.26234091,Village,Rural,2885476.23196529,7658.95372166226,"18637",353572.605323556,0.567
96,206759,"182862064234937",Behia Chetia Gaon,Dibrugarh East,Dibrugarh,Assam,India,Behia Chetia Gaon,,Behia Chetia Gaon,291255,2064,286,18,"291255",1.81183045,Village,Rural,2310493.78568048,7011.23391368473,96,206759,"182862064234937",Behia Chetia Gaon,Dibrugarh East,Dibrugarh,Assam,India,Behia Chetia Gaon,,Behia Chetia Gaon,291255,2064,286,18,1.81183045,Village,Rural,2310493.78568048,7011.23391368473,"18637",345133.075845763,0.449
97,206429,"182862063234795",Behiating T E,Dibrugarh West,Dibrugarh,Assam,India,Behiating T.E.,,Behiating T.E.,291113,2063,286,18,"291113",1.40263267,Village,Rural,1787222.43178106,5640.60205545855,97,206429,"182862063234795",Behiating T E,Dibrugarh West,Dibrugarh,Assam,India,Behiating T.E.,,Behiating T.E.,291113,2063,286,18,1.40263267,Village,Rural,1787222.43178106,5640.60205545855,"18637",341043.201310262,0.392
98,206306,"182862069235610",Betanibam Habi Gaon,Naharkatiya,Dibrugarh,Assam,India,Betanibam Habi Gaon,,Betanibam Habi Gaon,292368,2069,286,18,"292368",0.69256175,Village,Rural,879500.12376364,3801.79702515159,98,206306,"182862069235610",Betanibam Habi Gaon,Naharkatiya,Dibrugarh,Assam,India,Betanibam Habi Gaon,,Betanibam Habi Gaon,292368,2069,286,18,0.69256175,Village,Rural,879500.12376364,3801.79702515159,"18637",360738.402580466,0.667
99,205108,"182862065235006",Betmela Gaon,Chabua,Dibrugarh,Assam,India,Betmela Gaon,,Betmela Gaon,291449,2065,286,18,"291449",1.61149927,Village,Rural,2055807.30178372,6760.77507020398,99,205108,"182862065235006",Betmela Gaon,Chabua,Dibrugarh,Assam,India,Betmela Gaon,,Betmela Gaon,291449,2065,286,18,1.61149927,Village,Rural,2055807.30178372,6760.77507020398,"18637",371308.94421028,0.815
100,205142,"182862068235504",Betoni No 1,Tingkhong,Dibrugarh,Assam,India,Betoni No.1,,Betoni,292060,2068,286,18,"292060",1.22623103,Village,Rural,1556958.16250443,7566.68900438692,100,205142,"182862068235504",Betoni No 1,Tingkhong,Dibrugarh,Assam,India,Betoni No.1,,Betoni,292060,2068,286,18,1.22623103,Village,Rural,1556958.16250443,7566.68900438692,"18637",354551.867504394,0.581
101,205069,"182862068235519",Betoni No 2,Tingkhong,Dibrugarh,Assam,India,Betoni No.2,,Betoni,292058,2068,286,18,"292058",2.83483615,Village,Rural,3599886.84194263,14271.0259288583,101,205069,"182862068235519",Betoni No 2,Tingkhong,Dibrugarh,Assam,India,Betoni No.2,,Betoni,292058,2068,286,18,2.83483615,Village,Rural,3599886.84194263,14271.0259288583,"18637",355732.328102202,0.597
102,206341,"182862067235904",Bezapather No 1,Moran,Dibrugarh,Assam,India,Bezapather No.1,,Bezapather,291925,2067,286,18,"291925",1.2440124,Village,Rural,1577669.83955908,10154.8342284604,102,206341,"182862067235904",Bezapather No 1,Moran,Dibrugarh,Assam,India,Bezapather No.1,,Bezapather,291925,2067,286,18,1.2440124,Village,Rural,1577669.83955908,10154.8342284604,"18637",315553.246484636,0.035
103,205098,"182862067235902",Bezapather No 2,Moran,Dibrugarh,Assam,India,Bezapather No.2,,Bezapather,291924,2067,286,18,"291924",1.97271159,Village,Rural,2501553.22467756,6249.35920943077,103,205098,"182862067235902",Bezapather No 2,Moran,Dibrugarh,Assam,India,Bezapather No.2,,Bezapather,291924,2067,286,18,1.97271159,Village,Rural,2501553.22467756,6249.35920943077,"18637",315349.003429196,0.032
104,206786,"182862067235852",Bezarchuk Bongali,Moran,Dibrugarh,Assam,India,Bezarchuk Bongali,,Bezarchuk Bongali,291990,2067,286,18,"291990",0.50240187,Village,Rural,637476.626073772,4130.20507330577,104,206786,"182862067235852",Bezarchuk Bongali,Moran,Dibrugarh,Assam,India,Bezarchuk Bongali,,Bezarchuk Bongali,291990,2067,286,18,0.50240187,Village,Rural,637476.626073772,4130.20507330577,"18637",327604.941954791,0.203
105,206369,"182862067235953",Bezgaon,Moran,Dibrugarh,Assam,India,Bezgaon No.2,,Bezgaon,291852,2067,286,18,"291852",0.46125819,Village,Rural,585514.313711889,3125.32551085979,105,206369,"182862067235953",Bezgaon,Moran,Dibrugarh,Assam,India,Bezgaon No.2,,Bezgaon,291852,2067,286,18,0.46125819,Village,Rural,585514.313711889,3125.32551085979,"18637",323179.011618128,0.141
106,206357,"182862067235978",Bez Gaon,Moran,Dibrugarh,Assam,India,Bez Gaon,,Bez Gaon,291850,2067,286,18,"291850",0.74565888,Village,Rural,946643.831169705,3995.22705125643,106,206357,"182862067235978",Bez Gaon,Moran,Dibrugarh,Assam,India,Bez Gaon,,Bez Gaon,291850,2067,286,18,0.74565888,Village,Rural,946643.831169705,3995.22705125643,"18637",323442.359159529,0.145
107,205312,"182862066235143",Bhadai Nagar,Tengakhat,Dibrugarh,Assam,India,Bhadai Nagar,,Bhadai Nagar,291691,2066,286,18,"291691",1.59108447,Village,Rural,2023384.76415209,5727.85183951449,107,205312,"182862066235143",Bhadai Nagar,Tengakhat,Dibrugarh,Assam,India,Bhadai Nagar,,Bhadai Nagar,291691,2066,286,18,1.59108447,Village,Rural,2023384.76415209,5727.85183951449,"18637",379655.946002464,0.932
108,205412,"182862066235095",Bhaga Muria Gaon,Tengakhat,Dibrugarh,Assam,India,Bhaga Muria Gaon,,Bhaga Muria Gaon,291655,2066,286,18,"291655",1.45379065,Village,Rural,1849880.75367743,5840.62554656071,108,205412,"182862066235095",Bhaga Muria Gaon,Tengakhat,Dibrugarh,Assam,India,Bhaga Muria Gaon,,Bhaga Muria Gaon,291655,2066,286,18,1.45379065,Village,Rural,1849880.75367743,5840.62554656071,"18637",358966.131145514,0.643
