fid,objectid,uid,name,subdistrict,district,state,country,censusname,villagename_locallang,lgd_villagename,lgd_villagecode,lgd_subdistrictcode,lgd_districtcode,lgd_statecode,censuscode2011,premiumdata.sde.VillageBoundary26.area,level_2011,tru_2011,st_area(shape),st_perimeter(shape),slope_mean
799,206323,"182862063234694",Kowar Kharoni Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kowar Kharoni Gaon,,Kowar Kharoni Gaon,291228,2063,286,18,"291228",0.51388841,Village,Rural,654106.348987263,3125.67189581617,1
800,205458,"182862063234675",Kuchia Khana Gaon,Dibrugarh West,Dibrugarh,Assam,India,Kuchia Khana Gaon,,Kuchia Khana Gaon,291097,2063,286,18,"291097",1.96080385,Village,Rural,2499561.94110053,7391.19851628041,1
801,205344,"182862069235681",Kukura Phuia Santipur,Naharkatiya,Dibrugarh,Assam,India,Kukura Phuia (Santipur),,Kukura Phuia (Santipur),292269,2069,286,18,"292269",2.38611412,Village,Rural,3033808.0561489,8791.70045062988,
802,210578,"182862067235892",Kuli Gaon,Moran,Dibrugarh,Assam,India,Kuli Gaon,,Kuli Gaon,291935,2067,286,18,"291935",1.31043632,Village,Rural,1662093.73268408,6070.35358949546,1
803,206328,"182862068235471",Kuli No 1,Tingkhong,Dibrugarh,Assam,India,Kuli No.1,,Kuli,292035,2068,286,18,"292035",1.11972755,Village,Rural,1423410.76358777,5388.27822802228,
804,210893,"182862068235472",Kuli No 2,Tingkhong,Dibrugarh,Assam,India,Kuli No.2,,Kuli,292034,2068,286,18,"292034",2.08934373,Village,Rural,2655969.84490583,8228.77622954432,
805,206774,"182862065235062",Lacachani,Chabua,Dibrugarh,Assam,India,Lacachani,,Lacachani,291372,2065,286,18,"291372",1.7334697,Village,Rural,2214038.04778663,7374.62204368835,
806,206676,"182862067235761",Lachan Gayan Miri Gaon,Moran,Dibrugarh,Assam,India,Lachan Gayan Miri Gaon,,Lachan Gayan Miri Gaon,291749,2067,286,18,"291749",1.72596684,Village,Rural,2195809.58667437,8470.18928332814,
807,205371,"182862067235764",Lachan Gayan Miri N C,Moran,Dibrugarh,Assam,India,Lachan Gayan Miri N.C.,,Lachan Gayan Miri N.C.,291752,2067,286,18,"291752",4.29434057,Village,Rural,5465753.36455208,12229.5576213435,0.95312500007761
808,211469,"182862064234904",Lahoal,Dibrugarh East,Dibrugarh,Assam,India,Lahoal 19/150 Orr (27 No.LC),,Lahoal,291305,2064,286,18,"291305",1.3563841,Village,Rural,1729141.6056914,6398.19487905927,
809,206762,"182862064234916",Lahoal Patra,Dibrugarh East,Dibrugarh,Assam,India,Lahoal Patra,,Lahoal Patra,291300,2064,286,18,"291300",1.95755897,Village,Rural,2495997.20658885,7670.985687714,
810,205505,"182862064234922",Lahoal T E,Dibrugarh East,Dibrugarh,Assam,India,Lahoal T.E. 27/148 Orr,,Lahoal T.E.,291304,2064,286,18,"291304",5.65463611,Village,Rural,7206975.04410163,14586.4711970745,1
811,206716,"182862065235067",Laimekuri Chapori,Chabua,Dibrugarh,Assam,India,Laimekuri Chapori,,Laimekuri Chapori,291357,2065,286,18,"291357",2.34103554,Village,Rural,2994158.63400585,7659.52140612928,1
812,206749,"182862063234775",Lakai Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lakai Gaon,,Lakai Gaon,291103,2063,286,18,"291103",5.56067653,Village,Rural,7083757.49022467,14570.3679773528,1
813,206722,"182862067235898",Laokhowa,Moran,Dibrugarh,Assam,India,Laokhowa,,Laokhowa,291946,2067,286,18,"291946",1.48645577,Village,Rural,1884354.70215894,6945.10412562629,1
814,211462,"182862063235324",Laruajan Gaon,Dibrugarh West,Dibrugarh,Assam,India,Laruajan Gaon,,Laruajan Gaon,291068,2063,286,18,"291068",1.26043788,Village,Rural,1604157.13478641,6186.99844914333,1
815,206635,"182862068235450",Latomoni,Tingkhong,Dibrugarh,Assam,India,Latomoni,,Latomoni,292065,2068,286,18,"292065",1.81420268,Village,Rural,2304102.67342131,6779.6014419006,
816,206538,"182862063234719",Lazai Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lazai Gaon,,Lazai Gaon,291176,2063,286,18,"291176",2.21208579,Village,Rural,2812736.92868421,7278.61890572362,1
817,210567,"182862063234735",Lazai Gaon Pather,Dibrugarh West,Dibrugarh,Assam,India,Lazai Gaon Pather,,Lazai Gaon Pather,291177,2063,286,18,"291177",2.17612934,Village,Rural,2766726.11635763,8267.44038882481,1
818,206570,"182862063234720",Lazai Miri Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lazai Miri Gaon,,Lazai Miri Gaon,291204,2063,286,18,"291204",0.80701447,Village,Rural,1025763.97837434,4826.75910230078,1
819,206463,"182862066235218",L C R Grant,Tengakhat,Dibrugarh,Assam,India,L.C.R. Grant No.11,,L.C.R. Grant,291480,2066,286,18,"291480",3.16086204,Village,Rural,4027935.44774533,9655.91230375503,
820,206659,"182862069235537",Lebangkula Gaon,Naharkatiya,Dibrugarh,Assam,India,Lebangkula Gaon,,Lebangkula Gaon,292393,2069,286,18,"292393",2.37638401,Village,Rural,3018143.71837764,8960.95792689904,
821,212131,"182862066235207",Lejoni Gaon,Tengakhat,Dibrugarh,Assam,India,Lejoni Gaon,,Lejoni Gaon,291610,2066,286,18,"291610",0.37414324,Village,Rural,476176.192458081,3193.94837587674,
822,205337,"182862063234820",Lengapather Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lengapather Gaon,,Lengapather Gaon,291079,2063,286,18,"291079",1.14934099,Village,Rural,1464109.02965379,5257.31286054639,1
823,206456,"182862067235746",Lengeri Gaon,Moran,Dibrugarh,Assam,India,1 No. Lengeri Gaon,,Lengeri Gaon,291823,2067,286,18,"291823",1.08841564,Village,Rural,1383341.05776256,6139.82416603806,
824,205116,"182862069235635",Lengerijan Chah Bagicha,Naharkatiya,Dibrugarh,Assam,India,Lengerijan Chah Bagicha,,Lengerijan Chah Bagicha,292353,2069,286,18,"292353",4.16309354,Village,Rural,5290780.48833272,10174.0383122016,
825,206438,"182862067235744",Lengeri No 2,Moran,Dibrugarh,Assam,India,Lengeri No.2,,Lengeri,291824,2067,286,18,"291824",1.30549343,Village,Rural,1659413.02209786,6515.12406447341,
826,205232,"182862067235745",Lengeri No 3,Moran,Dibrugarh,Assam,India,Lengeri No.3,,Lengeri,291825,2067,286,18,"291825",1.19721809,Village,Rural,1521473.58994397,5943.81783522852,
827,206782,"182862067235742",Lengeri No 4,Moran,Dibrugarh,Assam,India,Lengeri No.4,,Lengeri,291826,2067,286,18,"291826",0.51180058,Village,Rural,650341.996966087,3784.73679750778,
828,206699,"182862066235228",Lengraigaon,Tengakhat,Dibrugarh,Assam,India,Lengraigaon,,Lengraigaon,291488,2066,286,18,"291488",1.36520469,Village,Rural,1739016.11246956,5621.73919983391,
829,206558,"182862065234956",Lengrai T E,Chabua,Dibrugarh,Assam,India,Lengrai T.E. 13 No. F.S.,,Lengrai T.E.,291471,2065,286,18,"291471",3.13043715,Village,Rural,3988166.8450447,8803.6929709777,
830,210154,"182862063234762",Lepetkatta,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta 60 No-Fs 71 No.Nlr,,Lepetkatta,291133,2063,286,18,"291133",1.5901461,Village,Rural,2024076.74954664,6236.10836620398,1
831,205117,"182862063234765",Lepetkatta Bagisha,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Bagisha,,Lepetkatta Bagisha,291136,2063,286,18,"291136",1.07054504,Village,Rural,1362850.13021614,5294.60797962783,1
832,205234,"182862063234766",Lepetkatta Bangali Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Bangali Gaon,,Lepetkatta Bangali Gaon,291164,2063,286,18,"291164",2.10272114,Village,Rural,2676394.38868062,6517.86801531889,1
833,206548,"182862063234764",Lepetkatta Bangla Block,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Bangla Block,,Lepetkatta Bangla Block,291135,2063,286,18,"291135",0.61688272,Village,Rural,785401.027303394,3611.34926953656,1
834,205233,"182862063234763",Lepetkatta Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Gaon,,Lepetkatta Gaon,291134,2063,286,18,"291134",2.64599902,Village,Rural,3367827.37765829,8554.12607418312,1
835,205201,"182862063234780",Lepetkatta Kachari Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lepetkatta Kachari Gaon,,Lepetkatta Kachari Gaon,291141,2063,286,18,"291141",3.26438198,Village,Rural,4156707.92185323,8888.41873670376,1
836,205146,"182862068235431",Lerela Pather,Tingkhong,Dibrugarh,Assam,India,Lerela Pather No.1,,Lerela Pather,292127,2068,286,18,"292127",1.57118077,Village,Rural,1994307.89834144,6321.63005539001,
837,211854,"182862063234734",Lezai Miri Pather Gaon,Dibrugarh West,Dibrugarh,Assam,India,Lezai Miri Pather Gaon,,Lezai Miri Pather Gaon,291182,2063,286,18,"291182",0.99971072,Village,Rural,1270838.94511226,5470.603605681,1
838,206707,"182862065234962",Lohali Gaon,Chabua,Dibrugarh,Assam,India,Lohali Gaon,,Lohali Gaon,291475,2065,286,18,"291475",2.13965196,Village,Rural,2726397.74865937,7706.24357760123,
839,206316,"182862068235399",Lonbai,Tingkhong,Dibrugarh,Assam,India,Lonbai,,Lonbai,292209,2068,286,18,"292209",1.43743485,Village,Rural,1823501.07142711,7894.47572134503,
840,206309,"182862068235409",Lonbai Pather,Tingkhong,Dibrugarh,Assam,India,Lonbai Pather,,Lonbai Pather,292195,2068,286,18,"292195",1.61371567,Village,Rural,2046669.96111905,6340.02434065847,
841,205388,"182862068235412",Lonboi,Tingkhong,Dibrugarh,Assam,India,Lonboi No.341 Nlr,,Lonboi,292174,2068,286,18,"292174",3.10690282,Village,Rural,3942197.316176,10597.3316149232,
842,206470,"182862068235525",Longabai Nahula,Tingkhong,Dibrugarh,Assam,India,Longabai Nahula,,Longabai Nahula,292163,2068,286,18,"292163",2.0042927,Village,Rural,2543034.33273931,6529.16207945772,
843,209893,"182862068235360",Longbai T E,Tingkhong,Dibrugarh,Assam,India,Longbai T.E. No.24,,Longbai T.E.,292133,2068,286,18,"292133",1.13493283,Village,Rural,1439945.14352559,6707.415738522,
844,205311,"182862069235590",Longjang,Naharkatiya,Dibrugarh,Assam,India,Longjang,,Longjang,292349,2069,286,18,"292349",0.98179274,Village,Rural,1247583.75981955,4858.76332837779,
845,206785,"182862064234949",Longsoo,Dibrugarh East,Dibrugarh,Assam,India,Longsoo,,Longsoo,291261,2064,286,18,"291261",6.36185799,Village,Rural,8122575.40988086,12766.3532571428,
846,205468,"182862065235052",Lukhurakhania,Chabua,Dibrugarh,Assam,India,Lukhurakhania,,Lukhurakhania,291377,2065,286,18,"291377",1.7462265,Village,Rural,2228957.10219418,6093.81003147201,
847,210657,"182862067235937",Lukumai,Moran,Dibrugarh,Assam,India,Lukumai No.2,,Lukumai,291877,2067,286,18,"291877",0.3833502,Village,Rural,486691.547825476,3080.64522371554,1
848,211855,"182862067235944",Lukumai Bil,Moran,Dibrugarh,Assam,India,Lukumai Bil,,Lukumai Bil,291913,2067,286,18,"291913",0.76082959,Village,Rural,965703.253351278,4490.4660423393,1
849,211113,"182862067235943",Lukumai Lukumoni,Moran,Dibrugarh,Assam,India,Lukumai No.1 (Lukumoni No.1),,Lukumai (Lukumoni),291875,2067,286,18,"291875",0.1726701,Village,Rural,219212.192659777,2608.00540895564,1
850,206308,"182862068235363",Lurarmukh Bokalial Bakatial,Tingkhong,Dibrugarh,Assam,India,Lurarmukh Bokalial (Bakatial),,Lurarmukh Bokalial (Bakatial),292175,2068,286,18,"292175",1.17212033,Village,Rural,1486668.66787764,4954.38780448081,
851,212338,"182862067235940",Madhakali No 1,Moran,Dibrugarh,Assam,India,Madhakali No.1,,Madhakali,291844,2067,286,18,"291844",0.83172617,Village,Rural,1056392.49022076,5482.55805632718,1
852,205387,"182862067235938",Madhakali No 3,Moran,Dibrugarh,Assam,India,Madhakali No.3,,Madhakali,291845,2067,286,18,"291845",0.96623311,Village,Rural,1226841.86210094,5987.30117582744,1
853,210529,"182862067235961",Madhakoli,Moran,Dibrugarh,Assam,India,Madhakoli No.2,,Madhakoli,291769,2067,286,18,"291769",0.66383318,Village,Rural,842967.167036284,4821.8041449524,1
854,211529,"182862067235958",Madhakoli Grant,Moran,Dibrugarh,Assam,India,Madhakoli Grant No.128,,Madhakoli Grant,291799,2067,286,18,"291799",1.23056605,Village,Rural,1562672.44960832,6024.02789308793,1
855,212543,"182862066235156",Madhuting 24 Nlr,Tengakhat,Dibrugarh,Assam,India,Madhuting 24 Nlr,,Madhuting,291558,2066,286,18,"291558",0.34375211,Village,Rural,437305.836565817,2752.80502251404,
856,211667,"182862066235334",Madhuting 335 Nlr,Tengakhat,Dibrugarh,Assam,India,Madhuting 335 Nlr,,Madhuting,291554,2066,286,18,"291554",0.16934644,Village,Rural,215424.510186425,2131.87376200754,
857,205355,"182862066235157",Madhuting Bongali,Tengakhat,Dibrugarh,Assam,India,Madhuting Bongali,,Madhuting Bongali,291557,2066,286,18,"291557",1.89648408,Village,Rural,2412757.86891092,7355.41947308255,
858,206733,"182862066235169",Madhuting Gaon,Tengakhat,Dibrugarh,Assam,India,Madhuting Gaon,,Madhuting Gaon,291555,2066,286,18,"291555",1.33121662,Village,Rural,1693802.35910195,6428.24752891066,
859,210926,"182862066235186",Madhuting Madhuban Chah Bagan,Tengakhat,Dibrugarh,Assam,India,Madhuting 335 Nlr (Madhuban Chah Bagan),,Madhuting (Madhuban Chah Bagan),291568,2066,286,18,"291568",0.92040546,Village,Rural,1171527.65544829,4447.78446292836,
860,212349,"182862066235168",Madhuting No 2,Tengakhat,Dibrugarh,Assam,India,Madhuting No.2,,Madhuting,291556,2066,286,18,"291556",0.71799551,Village,Rural,913765.032496872,6270.62624561176,
861,210925,"182862066235187",Madhuting Te,Tengakhat,Dibrugarh,Assam,India,Madhuting T.E. 37/139,,Madhuting T.E.,291529,2066,286,18,"291529",0.69516679,Village,Rural,884925.999189903,3999.56152252911,
862,206748,"182862066235180",Madhuting T E 51 Appl,Tengakhat,Dibrugarh,Assam,India,Madhuting T.E. 51 Appl,,Madhuting T.E.,291530,2066,286,18,"291530",1.96018143,Village,Rural,2495186.54098008,7808.12192752038,
863,205391,"182862066235181",Mahabirbari,Tengakhat,Dibrugarh,Assam,India,Mahabirbari 765/348,,Mahabirbari,291533,2066,286,18,"291533",2.51381322,Village,Rural,3199584.44855592,9149.17416728602,
864,206401,"182862068235357",Mahkhowa,Tingkhong,Dibrugarh,Assam,India,Mahkhowa,,Mahkhowa,292123,2068,286,18,"292123",1.78584184,Village,Rural,2265747.1853067,9886.71394496854,
865,206512,"182862068235358",Mahkhowa No 3,Tingkhong,Dibrugarh,Assam,India,Mahkhowa No.3,,Mahkhowa,292124,2068,286,18,"292124",1.62473732,Village,Rural,2061644.6595273,6106.28019326333,
866,206363,"182862063234812",Mahmari Pather,Dibrugarh West,Dibrugarh,Assam,India,Mahmari Pather,,Mahmari Pather,291081,2063,286,18,"291081",1.70111283,Village,Rural,2167241.50718335,8135.42415472479,1
